seed,model,version,fold,best_params,best_inner_score,train_accuracy,train_f1_macro,train_time_s,prediction_time_s,warnings,metrics
43,logistic,untuned,0,{},,0.8571428571428571,0.8600732600732601,0.0048724999996920815,0.0007949000000735396,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.0, 'precision_macro': 0.0, 'recall_macro': 0.0, 'f1_macro': 0.0, 'precision_weighted': 0.0, 'recall_weighted': 0.0, 'f1_weighted': 0.0, 'per_class_precision': [0.0, 0.0, 0.0], 'per_class_recall': [0.0, 0.0, 0.0], 'per_class_f1': [0.0, 0.0, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.375, 1.0, 0.0], 'roc_auc_macro': 0.4583333333333333, 'ap_ovr': [0.3666666666666667, 1.0, 0.26666666666666666], 'mAP': 0.5444444444444444, 'pr_auc_ovr': [0.24583333333333335, 1.0, 0.18333333333333335], 'pr_auc_macro': 0.4763888888888889, 'confusion_matrix': [[0, 0, 2], [0, 0, 2], [2, 0, 0]]}"
43,logistic,untuned,1,{},,0.7142857142857143,0.701923076923077,0.004433000000062748,0.0006560000001627486,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.16666666666666666, 'precision_macro': 0.1111111111111111, 'recall_macro': 0.16666666666666666, 'f1_macro': 0.13333333333333333, 'precision_weighted': 0.1111111111111111, 'recall_weighted': 0.16666666666666666, 'f1_weighted': 0.13333333333333333, 'per_class_precision': [0.0, 0.3333333333333333, 0.0], 'per_class_recall': [0.0, 0.5, 0.0], 'per_class_f1': [0.0, 0.4, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.75, 0.625, 0.0], 'roc_auc_macro': 0.4583333333333333, 'ap_ovr': [0.5833333333333333, 0.5, 0.26666666666666666], 'mAP': 0.44999999999999996, 'pr_auc_ovr': [0.41666666666666663, 0.3333333333333333, 0.18333333333333335], 'pr_auc_macro': 0.3111111111111111, 'confusion_matrix': [[0, 1, 1], [0, 1, 1], [1, 1, 0]]}"
43,logistic,untuned,2,{},,0.7727272727272727,0.7683501683501683,0.00418020000006436,0.001027799999974377,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.4, 'precision_macro': 0.4444444444444444, 'recall_macro': 0.5, 'f1_macro': 0.4666666666666666, 'precision_weighted': 0.3333333333333333, 'recall_weighted': 0.4, 'f1_weighted': 0.36, 'per_class_precision': [1.0, 0.0, 0.3333333333333333], 'per_class_recall': [1.0, 0.0, 0.5], 'per_class_f1': [1.0, 0.0, 0.4], 'support': [1, 2, 2], 'roc_auc_ovr': [1.0, 0.33333333333333337, 0.16666666666666669], 'roc_auc_macro': 0.5000000000000001, 'ap_ovr': [1.0, 0.41666666666666663, 0.3666666666666667], 'mAP': 0.5944444444444444, 'pr_auc_ovr': [1.0, 0.29166666666666663, 0.24583333333333335], 'pr_auc_macro': 0.5125, 'confusion_matrix': [[1, 0, 0], [0, 0, 2], [0, 1, 1]]}"
43,logistic,untuned,3,{},,0.8181818181818182,0.8026143790849672,0.005210000000261061,0.0006567000000359258,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.0, 'precision_macro': 0.0, 'recall_macro': 0.0, 'f1_macro': 0.0, 'precision_weighted': 0.0, 'recall_weighted': 0.0, 'f1_weighted': 0.0, 'per_class_precision': [0.0, 0.0, 0.0], 'per_class_recall': [0.0, 0.0, 0.0], 'per_class_f1': [0.0, 0.0, 0.0], 'support': [2, 1, 2], 'roc_auc_ovr': [0.6666666666666667, 0.5, 0.16666666666666669], 'roc_auc_macro': 0.4444444444444445, 'ap_ovr': [0.5833333333333333, 0.3333333333333333, 0.3666666666666667], 'mAP': 0.42777777777777776, 'pr_auc_ovr': [0.41666666666666663, 0.16666666666666666, 0.24583333333333335], 'pr_auc_macro': 0.27638888888888885, 'confusion_matrix': [[0, 0, 2], [1, 0, 0], [0, 2, 0]]}"
43,logistic,untuned,4,{},,0.7272727272727273,0.7238095238095239,0.005940600000030827,0.0006822999998803425,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.4, 'precision_macro': 0.3333333333333333, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.3333333333333333, 'precision_weighted': 0.4, 'recall_weighted': 0.4, 'f1_weighted': 0.4, 'per_class_precision': [0.5, 0.5, 0.0], 'per_class_recall': [0.5, 0.5, 0.0], 'per_class_f1': [0.5, 0.5, 0.0], 'support': [2, 2, 1], 'roc_auc_ovr': [0.33333333333333337, 0.33333333333333337, 0.25], 'roc_auc_macro': 0.3055555555555556, 'ap_ovr': [0.45, 0.45, 0.25], 'mAP': 0.3833333333333333, 'pr_auc_ovr': [0.2875, 0.2875, 0.125], 'pr_auc_macro': 0.2333333333333333, 'confusion_matrix': [[1, 1, 0], [0, 1, 1], [1, 0, 0]]}"
43,logistic,tuned,0,{'C': 0.1},0.3610229276895944,0.6666666666666666,0.6547619047619048,0.11837119999972856,0.0007519000000684173,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.3333333333333333, 'precision_macro': 0.4444444444444444, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.35555555555555557, 'precision_weighted': 0.4444444444444444, 'recall_weighted': 0.3333333333333333, 'f1_weighted': 0.35555555555555557, 'per_class_precision': [0.3333333333333333, 1.0, 0.0], 'per_class_recall': [0.5, 0.5, 0.0], 'per_class_f1': [0.4, 0.6666666666666666, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.5, 1.0, 0.0], 'roc_auc_macro': 0.5, 'ap_ovr': [0.41666666666666663, 1.0, 0.26666666666666666], 'mAP': 0.561111111111111, 'pr_auc_ovr': [0.29166666666666663, 1.0, 0.18333333333333335], 'pr_auc_macro': 0.49166666666666664, 'confusion_matrix': [[1, 0, 1], [0, 1, 1], [2, 0, 0]]}"
43,logistic,tuned,1,{'C': 10.0},0.41111111111111115,0.9047619047619048,0.9047619047619048,0.12836710000010498,0.0008505999999215419,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.3333333333333333, 'precision_macro': 0.3333333333333333, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.3333333333333333, 'precision_weighted': 0.3333333333333333, 'recall_weighted': 0.3333333333333333, 'f1_weighted': 0.3333333333333333, 'per_class_precision': [0.5, 0.5, 0.0], 'per_class_recall': [0.5, 0.5, 0.0], 'per_class_f1': [0.5, 0.5, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.375, 0.625, 0.0], 'roc_auc_macro': 0.3333333333333333, 'ap_ovr': [0.41666666666666663, 0.5, 0.26666666666666666], 'mAP': 0.39444444444444443, 'pr_auc_ovr': [0.2583333333333333, 0.3333333333333333, 0.18333333333333335], 'pr_auc_macro': 0.2583333333333333, 'confusion_matrix': [[1, 0, 1], [0, 1, 1], [1, 1, 0]]}"
43,logistic,tuned,2,{'C': 10.0},0.29470899470899475,0.7727272727272727,0.7730769230769231,0.12464700000009543,0.0008120000002236338,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.2, 'precision_macro': 0.08333333333333333, 'recall_macro': 0.16666666666666666, 'f1_macro': 0.1111111111111111, 'precision_weighted': 0.1, 'recall_weighted': 0.2, 'f1_weighted': 0.13333333333333333, 'per_class_precision': [0.0, 0.0, 0.25], 'per_class_recall': [0.0, 0.0, 0.5], 'per_class_f1': [0.0, 0.0, 0.3333333333333333], 'support': [1, 2, 2], 'roc_auc_ovr': [0.75, 0.33333333333333337, 0.16666666666666669], 'roc_auc_macro': 0.41666666666666674, 'ap_ovr': [0.5, 0.41666666666666663, 0.3666666666666667], 'mAP': 0.42777777777777776, 'pr_auc_ovr': [0.25, 0.29166666666666663, 0.24583333333333335], 'pr_auc_macro': 0.2625, 'confusion_matrix': [[0, 0, 1], [0, 0, 2], [1, 0, 1]]}"
43,logistic,tuned,3,{'C': 1.0},0.3896825396825397,0.8181818181818182,0.8026143790849672,0.11617580000029193,0.0007761000001664797,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.0, 'precision_macro': 0.0, 'recall_macro': 0.0, 'f1_macro': 0.0, 'precision_weighted': 0.0, 'recall_weighted': 0.0, 'f1_weighted': 0.0, 'per_class_precision': [0.0, 0.0, 0.0], 'per_class_recall': [0.0, 0.0, 0.0], 'per_class_f1': [0.0, 0.0, 0.0], 'support': [2, 1, 2], 'roc_auc_ovr': [0.6666666666666667, 0.5, 0.16666666666666669], 'roc_auc_macro': 0.4444444444444445, 'ap_ovr': [0.5833333333333333, 0.3333333333333333, 0.3666666666666667], 'mAP': 0.42777777777777776, 'pr_auc_ovr': [0.41666666666666663, 0.16666666666666666, 0.24583333333333335], 'pr_auc_macro': 0.27638888888888885, 'confusion_matrix': [[0, 0, 2], [1, 0, 0], [0, 2, 0]]}"
43,logistic,tuned,4,{'C': 10.0},0.335978835978836,0.7727272727272727,0.777418659771601,0.12450080000007802,0.0008669999997437117,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.2, 'precision_macro': 0.08333333333333333, 'recall_macro': 0.16666666666666666, 'f1_macro': 0.1111111111111111, 'precision_weighted': 0.1, 'recall_weighted': 0.2, 'f1_weighted': 0.13333333333333333, 'per_class_precision': [0.0, 0.25, 0.0], 'per_class_recall': [0.0, 0.5, 0.0], 'per_class_f1': [0.0, 0.3333333333333333, 0.0], 'support': [2, 2, 1], 'roc_auc_ovr': [0.5, 0.33333333333333337, 0.25], 'roc_auc_macro': 0.36111111111111116, 'ap_ovr': [0.7, 0.45, 0.25], 'mAP': 0.4666666666666666, 'pr_auc_ovr': [0.6625, 0.2875, 0.125], 'pr_auc_macro': 0.35833333333333334, 'confusion_matrix': [[0, 2, 0], [0, 1, 1], [0, 1, 0]]}"
43,svm,untuned,0,{},,0.8571428571428571,0.8599798893916542,0.0015576000000692147,0.0007159000001593085,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.5, 'precision_macro': 0.3333333333333333, 'recall_macro': 0.5, 'f1_macro': 0.4000000000000001, 'precision_weighted': 0.3333333333333333, 'recall_weighted': 0.5, 'f1_weighted': 0.4000000000000001, 'per_class_precision': [0.3333333333333333, 0.6666666666666666, 0.0], 'per_class_recall': [0.5, 1.0, 0.0], 'per_class_f1': [0.4, 0.8, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.625, 1.0, 0.5], 'roc_auc_macro': 0.7083333333333334, 'ap_ovr': [0.5, 1.0, 0.45], 'mAP': 0.65, 'pr_auc_ovr': [0.3333333333333333, 1.0, 0.2875], 'pr_auc_macro': 0.5402777777777777, 'confusion_matrix': [[1, 1, 0], [0, 2, 0], [2, 0, 0]]}"
43,svm,untuned,1,{},,1.0,1.0,0.001545099999930244,0.0007152000002861314,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.3333333333333333, 'precision_macro': 0.4444444444444444, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.35555555555555557, 'precision_weighted': 0.4444444444444444, 'recall_weighted': 0.3333333333333333, 'f1_weighted': 0.35555555555555557, 'per_class_precision': [0.3333333333333333, 1.0, 0.0], 'per_class_recall': [0.5, 0.5, 0.0], 'per_class_f1': [0.4, 0.6666666666666666, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.75, 1.0, 0.125], 'roc_auc_macro': 0.625, 'ap_ovr': [0.75, 1.0, 0.29166666666666663], 'mAP': 0.6805555555555555, 'pr_auc_ovr': [0.7083333333333333, 1.0, 0.19583333333333333], 'pr_auc_macro': 0.6347222222222222, 'confusion_matrix': [[1, 0, 1], [0, 1, 1], [2, 0, 0]]}"
43,svm,untuned,2,{},,0.9545454545454546,0.9521367521367522,0.0018147000000681146,0.0007425999997394683,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.6, 'precision_macro': 0.38888888888888884, 'recall_macro': 0.6666666666666666, 'f1_macro': 0.48888888888888893, 'precision_weighted': 0.36666666666666664, 'recall_weighted': 0.6, 'f1_weighted': 0.4533333333333333, 'per_class_precision': [0.5, 0.6666666666666666, 0.0], 'per_class_recall': [1.0, 1.0, 0.0], 'per_class_f1': [0.6666666666666666, 0.8, 0.0], 'support': [1, 2, 2], 'roc_auc_ovr': [1.0, 0.6666666666666667, 0.6666666666666667], 'roc_auc_macro': 0.7777777777777778, 'ap_ovr': [1.0, 0.5833333333333333, 0.75], 'mAP': 0.7777777777777777, 'pr_auc_ovr': [1.0, 0.41666666666666663, 0.7083333333333333], 'pr_auc_macro': 0.7083333333333334, 'confusion_matrix': [[1, 0, 0], [0, 2, 0], [1, 1, 0]]}"
43,svm,untuned,3,{},,0.9545454545454546,0.9547511312217195,0.0016218000000662869,0.000724399999853631,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.2, 'precision_macro': 0.16666666666666666, 'recall_macro': 0.16666666666666666, 'f1_macro': 0.16666666666666666, 'precision_weighted': 0.2, 'recall_weighted': 0.2, 'f1_weighted': 0.2, 'per_class_precision': [0.5, 0.0, 0.0], 'per_class_recall': [0.5, 0.0, 0.0], 'per_class_f1': [0.5, 0.0, 0.0], 'support': [2, 1, 2], 'roc_auc_ovr': [0.8333333333333334, 0.5, 0.0], 'roc_auc_macro': 0.4444444444444445, 'ap_ovr': [0.8333333333333333, 0.3333333333333333, 0.325], 'mAP': 0.4972222222222222, 'pr_auc_ovr': [0.7916666666666666, 0.16666666666666666, 0.225], 'pr_auc_macro': 0.39444444444444443, 'confusion_matrix': [[1, 0, 1], [1, 0, 0], [0, 2, 0]]}"
43,svm,untuned,4,{},,0.9090909090909091,0.9107142857142857,0.0016083000000435277,0.0007336000003306253,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.6, 'precision_macro': 0.6666666666666666, 'recall_macro': 0.6666666666666666, 'f1_macro': 0.611111111111111, 'precision_weighted': 0.7, 'recall_weighted': 0.6, 'f1_weighted': 0.5999999999999999, 'per_class_precision': [1.0, 0.5, 0.5], 'per_class_recall': [0.5, 0.5, 1.0], 'per_class_f1': [0.6666666666666666, 0.5, 0.6666666666666666], 'support': [2, 2, 1], 'roc_auc_ovr': [0.5, 0.5, 0.75], 'roc_auc_macro': 0.5833333333333334, 'ap_ovr': [0.7, 0.7, 0.5], 'mAP': 0.6333333333333333, 'pr_auc_ovr': [0.6625, 0.6625, 0.25], 'pr_auc_macro': 0.525, 'confusion_matrix': [[1, 1, 0], [0, 1, 1], [0, 0, 1]]}"
43,svm,tuned,0,"{'C': 1.0, 'kernel': 'linear'}",0.4740740740740741,0.8095238095238095,0.8134920634920636,0.19667219999973895,0.0009457000001020788,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.3333333333333333, 'precision_macro': 0.3333333333333333, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.3333333333333333, 'precision_weighted': 0.3333333333333333, 'recall_weighted': 0.3333333333333333, 'f1_weighted': 0.3333333333333333, 'per_class_precision': [0.0, 1.0, 0.0], 'per_class_recall': [0.0, 1.0, 0.0], 'per_class_f1': [0.0, 1.0, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.5, 1.0, 0.0], 'roc_auc_macro': 0.5, 'ap_ovr': [0.41666666666666663, 1.0, 0.26666666666666666], 'mAP': 0.561111111111111, 'pr_auc_ovr': [0.29166666666666663, 1.0, 0.18333333333333335], 'pr_auc_macro': 0.49166666666666664, 'confusion_matrix': [[0, 0, 2], [0, 2, 0], [2, 0, 0]]}"
43,svm,tuned,1,"{'C': 100.0, 'kernel': 'linear'}",0.525925925925926,0.9523809523809523,0.9521367521367522,0.19656660000009651,0.0009664999997767154,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.3333333333333333, 'precision_macro': 0.13333333333333333, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.19047619047619047, 'precision_weighted': 0.13333333333333333, 'recall_weighted': 0.3333333333333333, 'f1_weighted': 0.19047619047619047, 'per_class_precision': [0.0, 0.4, 0.0], 'per_class_recall': [0.0, 1.0, 0.0], 'per_class_f1': [0.0, 0.5714285714285714, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.75, 0.75, 0.25], 'roc_auc_macro': 0.5833333333333334, 'ap_ovr': [0.5833333333333333, 0.5833333333333333, 0.3333333333333333], 'mAP': 0.49999999999999994, 'pr_auc_ovr': [0.41666666666666663, 0.41666666666666663, 0.21666666666666667], 'pr_auc_macro': 0.3499999999999999, 'confusion_matrix': [[0, 2, 0], [0, 2, 0], [1, 1, 0]]}"
43,svm,tuned,2,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",0.2975308641975309,0.36363636363636365,0.17777777777777778,0.19809080000004542,0.0010612000000946864,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.2, 'precision_macro': 0.06666666666666667, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.1111111111111111, 'precision_weighted': 0.04, 'recall_weighted': 0.2, 'f1_weighted': 0.06666666666666667, 'per_class_precision': [0.2, 0.0, 0.0], 'per_class_recall': [1.0, 0.0, 0.0], 'per_class_f1': [0.3333333333333333, 0.0, 0.0], 'support': [1, 2, 2], 'roc_auc_ovr': [1.0, 0.33333333333333337, 0.16666666666666669], 'roc_auc_macro': 0.5000000000000001, 'ap_ovr': [1.0, 0.41666666666666663, 0.3666666666666667], 'mAP': 0.5944444444444444, 'pr_auc_ovr': [1.0, 0.29166666666666663, 0.24583333333333335], 'pr_auc_macro': 0.5125, 'confusion_matrix': [[1, 0, 0], [2, 0, 0], [2, 0, 0]]}"
43,svm,tuned,3,"{'C': 1.0, 'gamma': 'scale', 'kernel': 'rbf'}",0.521164021164021,0.9545454545454546,0.9547511312217195,0.19946919999983947,0.0008800000000519503,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.2, 'precision_macro': 0.16666666666666666, 'recall_macro': 0.16666666666666666, 'f1_macro': 0.16666666666666666, 'precision_weighted': 0.2, 'recall_weighted': 0.2, 'f1_weighted': 0.2, 'per_class_precision': [0.5, 0.0, 0.0], 'per_class_recall': [0.5, 0.0, 0.0], 'per_class_f1': [0.5, 0.0, 0.0], 'support': [2, 1, 2], 'roc_auc_ovr': [0.8333333333333334, 0.5, 0.0], 'roc_auc_macro': 0.4444444444444445, 'ap_ovr': [0.8333333333333333, 0.3333333333333333, 0.325], 'mAP': 0.4972222222222222, 'pr_auc_ovr': [0.7916666666666666, 0.16666666666666666, 0.225], 'pr_auc_macro': 0.39444444444444443, 'confusion_matrix': [[1, 0, 1], [1, 0, 0], [0, 2, 0]]}"
43,svm,tuned,4,"{'C': 10.0, 'kernel': 'linear'}",0.3746031746031746,0.8636363636363636,0.8634920634920634,0.18478930000037508,0.0008370999998987827,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.6, 'precision_macro': 0.38888888888888884, 'recall_macro': 0.6666666666666666, 'f1_macro': 0.48888888888888893, 'precision_weighted': 0.36666666666666664, 'recall_weighted': 0.6, 'f1_weighted': 0.4533333333333333, 'per_class_precision': [0.0, 0.6666666666666666, 0.5], 'per_class_recall': [0.0, 1.0, 1.0], 'per_class_f1': [0.0, 0.8, 0.6666666666666666], 'support': [2, 2, 1], 'roc_auc_ovr': [0.6666666666666667, 0.6666666666666667, 0.75], 'roc_auc_macro': 0.6944444444444445, 'ap_ovr': [0.75, 0.5833333333333333, 0.5], 'mAP': 0.611111111111111, 'pr_auc_ovr': [0.7083333333333333, 0.41666666666666663, 0.25], 'pr_auc_macro': 0.4583333333333333, 'confusion_matrix': [[0, 1, 1], [0, 2, 0], [0, 0, 1]]}"
43,gnb,untuned,0,{},,0.7619047619047619,0.7628205128205128,0.0010483000000931497,0.0005188999998608779,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.5, 'precision_macro': 0.4444444444444444, 'recall_macro': 0.5, 'f1_macro': 0.4666666666666666, 'precision_weighted': 0.4444444444444444, 'recall_weighted': 0.5, 'f1_weighted': 0.4666666666666666, 'per_class_precision': [0.3333333333333333, 1.0, 0.0], 'per_class_recall': [0.5, 1.0, 0.0], 'per_class_f1': [0.4, 1.0, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.5, 1.0, 0.0], 'roc_auc_macro': 0.5, 'ap_ovr': [0.41666666666666663, 1.0, 0.26666666666666666], 'mAP': 0.561111111111111, 'pr_auc_ovr': [0.29166666666666663, 1.0, 0.18333333333333335], 'pr_auc_macro': 0.49166666666666664, 'confusion_matrix': [[1, 0, 1], [0, 2, 0], [2, 0, 0]]}"
43,gnb,untuned,1,{},,0.8095238095238095,0.7996031746031745,0.0010127999998985615,0.0005037000000811531,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.3333333333333333, 'precision_macro': 0.3333333333333333, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.3333333333333333, 'precision_weighted': 0.3333333333333333, 'recall_weighted': 0.3333333333333333, 'f1_weighted': 0.3333333333333333, 'per_class_precision': [0.5, 0.5, 0.0], 'per_class_recall': [0.5, 0.5, 0.0], 'per_class_f1': [0.5, 0.5, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.5, 0.625, 0.25], 'roc_auc_macro': 0.4583333333333333, 'ap_ovr': [0.6666666666666666, 0.7, 0.3333333333333333], 'mAP': 0.5666666666666667, 'pr_auc_ovr': [0.6333333333333333, 0.6625, 0.21666666666666667], 'pr_auc_macro': 0.5041666666666668, 'confusion_matrix': [[1, 0, 1], [0, 1, 1], [1, 1, 0]]}"
43,gnb,untuned,2,{},,0.8636363636363636,0.8591880341880342,0.0010131000003639201,0.0005025000000387081,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.4, 'precision_macro': 0.13333333333333333, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.19047619047619047, 'precision_weighted': 0.16, 'recall_weighted': 0.4, 'f1_weighted': 0.22857142857142856, 'per_class_precision': [0.0, 0.0, 0.4], 'per_class_recall': [0.0, 0.0, 1.0], 'per_class_f1': [0.0, 0.0, 0.5714285714285714], 'support': [1, 2, 2], 'roc_auc_ovr': [1.0, 0.5, 0.6666666666666667], 'roc_auc_macro': 0.7222222222222223, 'ap_ovr': [1.0, 0.7, 0.5833333333333333], 'mAP': 0.7611111111111111, 'pr_auc_ovr': [1.0, 0.6625, 0.41666666666666663], 'pr_auc_macro': 0.6930555555555555, 'confusion_matrix': [[0, 0, 1], [0, 0, 2], [0, 0, 2]]}"
43,gnb,untuned,3,{},,0.9090909090909091,0.9026143790849673,0.0009820000000217988,0.0005077999999230087,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.0, 'precision_macro': 0.0, 'recall_macro': 0.0, 'f1_macro': 0.0, 'precision_weighted': 0.0, 'recall_weighted': 0.0, 'f1_weighted': 0.0, 'per_class_precision': [0.0, 0.0, 0.0], 'per_class_recall': [0.0, 0.0, 0.0], 'per_class_f1': [0.0, 0.0, 0.0], 'support': [2, 1, 2], 'roc_auc_ovr': [0.5, 0.5, 0.0], 'roc_auc_macro': 0.3333333333333333, 'ap_ovr': [0.7, 0.3333333333333333, 0.325], 'mAP': 0.4527777777777777, 'pr_auc_ovr': [0.6625, 0.16666666666666666, 0.225], 'pr_auc_macro': 0.3513888888888889, 'confusion_matrix': [[0, 0, 2], [0, 0, 1], [0, 2, 0]]}"
43,gnb,untuned,4,{},,0.7272727272727273,0.7222222222222222,0.0010227999996459403,0.0005095999999866763,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.2, 'precision_macro': 0.16666666666666666, 'recall_macro': 0.16666666666666666, 'f1_macro': 0.16666666666666666, 'precision_weighted': 0.2, 'recall_weighted': 0.2, 'f1_weighted': 0.2, 'per_class_precision': [0.5, 0.0, 0.0], 'per_class_recall': [0.5, 0.0, 0.0], 'per_class_f1': [0.5, 0.0, 0.0], 'support': [2, 2, 1], 'roc_auc_ovr': [0.6666666666666667, 0.5, 0.25], 'roc_auc_macro': 0.47222222222222227, 'ap_ovr': [0.75, 0.7, 0.25], 'mAP': 0.5666666666666667, 'pr_auc_ovr': [0.7083333333333333, 0.6625, 0.125], 'pr_auc_macro': 0.49861111111111106, 'confusion_matrix': [[1, 0, 1], [0, 0, 2], [1, 0, 0]]}"
43,gnb,tuned,0,{'var_smoothing': 0.001},0.2634920634920635,0.7142857142857143,0.6975867269984918,0.038402900000164664,0.0006783999997423962,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.5, 'precision_macro': 0.4444444444444444, 'recall_macro': 0.5, 'f1_macro': 0.4666666666666666, 'precision_weighted': 0.4444444444444444, 'recall_weighted': 0.5, 'f1_weighted': 0.4666666666666666, 'per_class_precision': [0.3333333333333333, 1.0, 0.0], 'per_class_recall': [0.5, 1.0, 0.0], 'per_class_f1': [0.4, 1.0, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.5, 1.0, 0.0], 'roc_auc_macro': 0.5, 'ap_ovr': [0.41666666666666663, 1.0, 0.26666666666666666], 'mAP': 0.561111111111111, 'pr_auc_ovr': [0.29166666666666663, 1.0, 0.18333333333333335], 'pr_auc_macro': 0.49166666666666664, 'confusion_matrix': [[1, 0, 1], [0, 2, 0], [2, 0, 0]]}"
43,gnb,tuned,1,{'var_smoothing': 0.001},0.45925925925925926,0.7619047619047619,0.7420422714540361,0.037591299999803596,0.0006577999997716688,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.3333333333333333, 'precision_macro': 0.4444444444444444, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.35555555555555557, 'precision_weighted': 0.4444444444444444, 'recall_weighted': 0.3333333333333333, 'f1_weighted': 0.35555555555555557, 'per_class_precision': [0.3333333333333333, 1.0, 0.0], 'per_class_recall': [0.5, 0.5, 0.0], 'per_class_f1': [0.4, 0.6666666666666666, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.5, 0.625, 0.25], 'roc_auc_macro': 0.4583333333333333, 'ap_ovr': [0.6666666666666666, 0.7, 0.3333333333333333], 'mAP': 0.5666666666666667, 'pr_auc_ovr': [0.6333333333333333, 0.6625, 0.21666666666666667], 'pr_auc_macro': 0.5041666666666668, 'confusion_matrix': [[1, 0, 1], [0, 1, 1], [2, 0, 0]]}"
43,gnb,tuned,2,{'var_smoothing': 1e-11},0.18518518518518515,0.8636363636363636,0.8591880341880342,0.037363100000220584,0.0006450999999287887,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.4, 'precision_macro': 0.13333333333333333, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.19047619047619047, 'precision_weighted': 0.16, 'recall_weighted': 0.4, 'f1_weighted': 0.22857142857142856, 'per_class_precision': [0.0, 0.0, 0.4], 'per_class_recall': [0.0, 0.0, 1.0], 'per_class_f1': [0.0, 0.0, 0.5714285714285714], 'support': [1, 2, 2], 'roc_auc_ovr': [1.0, 0.5, 0.6666666666666667], 'roc_auc_macro': 0.7222222222222223, 'ap_ovr': [1.0, 0.7, 0.5833333333333333], 'mAP': 0.7611111111111111, 'pr_auc_ovr': [1.0, 0.6625, 0.41666666666666663], 'pr_auc_macro': 0.6930555555555555, 'confusion_matrix': [[0, 0, 1], [0, 0, 2], [0, 0, 2]]}"
