seed,model,version,fold,best_params,best_inner_score,train_accuracy,train_f1_macro,train_time_s,prediction_time_s,warnings,metrics
43,gnb,tuned,3,{'var_smoothing': 1e-05},0.33827160493827163,0.9090909090909091,0.9026143790849673,0.03774470000007568,0.0006433000003198686,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.0, 'precision_macro': 0.0, 'recall_macro': 0.0, 'f1_macro': 0.0, 'precision_weighted': 0.0, 'recall_weighted': 0.0, 'f1_weighted': 0.0, 'per_class_precision': [0.0, 0.0, 0.0], 'per_class_recall': [0.0, 0.0, 0.0], 'per_class_f1': [0.0, 0.0, 0.0], 'support': [2, 1, 2], 'roc_auc_ovr': [0.33333333333333337, 0.5, 0.0], 'roc_auc_macro': 0.2777777777777778, 'ap_ovr': [0.45, 0.3333333333333333, 0.325], 'mAP': 0.36944444444444446, 'pr_auc_ovr': [0.2875, 0.16666666666666666, 0.225], 'pr_auc_macro': 0.22638888888888886, 'confusion_matrix': [[0, 0, 2], [1, 0, 0], [0, 2, 0]]}"
43,gnb,tuned,4,{'var_smoothing': 1e-05},0.4756613756613757,0.7272727272727273,0.7222222222222222,0.03757469999982277,0.0006539999999404245,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.2, 'precision_macro': 0.1111111111111111, 'recall_macro': 0.16666666666666666, 'f1_macro': 0.13333333333333333, 'precision_weighted': 0.13333333333333333, 'recall_weighted': 0.2, 'f1_weighted': 0.16, 'per_class_precision': [0.3333333333333333, 0.0, 0.0], 'per_class_recall': [0.5, 0.0, 0.0], 'per_class_f1': [0.4, 0.0, 0.0], 'support': [2, 2, 1], 'roc_auc_ovr': [0.6666666666666667, 0.5, 0.25], 'roc_auc_macro': 0.47222222222222227, 'ap_ovr': [0.75, 0.7, 0.25], 'mAP': 0.5666666666666667, 'pr_auc_ovr': [0.7083333333333333, 0.6625, 0.125], 'pr_auc_macro': 0.49861111111111106, 'confusion_matrix': [[1, 0, 1], [1, 0, 1], [1, 0, 0]]}"
43,knn,untuned,0,{},,0.6190476190476191,0.5967697020328598,0.0012458999999580556,0.0014304000001175154,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.5, 'precision_macro': 0.3333333333333333, 'recall_macro': 0.5, 'f1_macro': 0.4000000000000001, 'precision_weighted': 0.3333333333333333, 'recall_weighted': 0.5, 'f1_weighted': 0.4000000000000001, 'per_class_precision': [0.3333333333333333, 0.6666666666666666, 0.0], 'per_class_recall': [0.5, 1.0, 0.0], 'per_class_f1': [0.4, 0.8, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.5, 0.875, 0.125], 'roc_auc_macro': 0.5, 'ap_ovr': [0.41666666666666663, 0.6666666666666666, 0.26666666666666666], 'mAP': 0.44999999999999996, 'pr_auc_ovr': [0.29166666666666663, 0.8333333333333333, 0.18333333333333335], 'pr_auc_macro': 0.4361111111111111, 'confusion_matrix': [[1, 1, 0], [0, 2, 0], [2, 0, 0]]}"
43,knn,untuned,1,{},,0.6666666666666666,0.633442265795207,0.0012481000003390363,0.0013319999998202547,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.3333333333333333, 'precision_macro': 0.27777777777777773, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.3, 'precision_weighted': 0.27777777777777773, 'recall_weighted': 0.3333333333333333, 'f1_weighted': 0.3, 'per_class_precision': [0.3333333333333333, 0.5, 0.0], 'per_class_recall': [0.5, 0.5, 0.0], 'per_class_f1': [0.4, 0.5, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.625, 0.6875, 0.1875], 'roc_auc_macro': 0.5, 'ap_ovr': [0.45, 0.6666666666666666, 0.29166666666666663], 'mAP': 0.4694444444444444, 'pr_auc_ovr': [0.5583333333333333, 0.7083333333333333, 0.20833333333333331], 'pr_auc_macro': 0.49166666666666664, 'confusion_matrix': [[1, 1, 0], [0, 1, 1], [2, 0, 0]]}"
43,knn,untuned,2,{},,0.5,0.396078431372549,0.0012303999997129722,0.0013573999999607622,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.6, 'precision_macro': 0.5, 'recall_macro': 0.6666666666666666, 'f1_macro': 0.5555555555555555, 'precision_weighted': 0.4, 'recall_weighted': 0.6, 'f1_weighted': 0.4666666666666666, 'per_class_precision': [1.0, 0.5, 0.0], 'per_class_recall': [1.0, 1.0, 0.0], 'per_class_f1': [1.0, 0.6666666666666666, 0.0], 'support': [1, 2, 2], 'roc_auc_ovr': [1.0, 0.5, 0.5833333333333334], 'roc_auc_macro': 0.6944444444444445, 'ap_ovr': [1.0, 0.41666666666666663, 0.45], 'mAP': 0.6222222222222221, 'pr_auc_ovr': [1.0, 0.5416666666666666, 0.6], 'pr_auc_macro': 0.7138888888888889, 'confusion_matrix': [[1, 0, 0], [0, 2, 0], [0, 2, 0]]}"
43,knn,untuned,3,{},,0.6363636363636364,0.5029239766081871,0.0012397999998938758,0.001324900000327034,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.4, 'precision_macro': 0.2222222222222222, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.26666666666666666, 'precision_weighted': 0.26666666666666666, 'recall_weighted': 0.4, 'f1_weighted': 0.32, 'per_class_precision': [0.6666666666666666, 0.0, 0.0], 'per_class_recall': [1.0, 0.0, 0.0], 'per_class_f1': [0.8, 0.0, 0.0], 'support': [2, 1, 2], 'roc_auc_ovr': [1.0, 0.5, 0.33333333333333337], 'roc_auc_macro': 0.6111111111111112, 'ap_ovr': [1.0, 0.3333333333333333, 0.4], 'mAP': 0.5777777777777778, 'pr_auc_ovr': [1.0, 0.16666666666666666, 0.2], 'pr_auc_macro': 0.45555555555555555, 'confusion_matrix': [[2, 0, 0], [1, 0, 0], [0, 2, 0]]}"
43,knn,untuned,4,{},,0.6363636363636364,0.5686274509803922,0.0012011999997412204,0.0013680000001841108,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.2, 'precision_macro': 0.16666666666666666, 'recall_macro': 0.16666666666666666, 'f1_macro': 0.16666666666666666, 'precision_weighted': 0.2, 'recall_weighted': 0.2, 'f1_weighted': 0.2, 'per_class_precision': [0.5, 0.0, 0.0], 'per_class_recall': [0.5, 0.0, 0.0], 'per_class_f1': [0.5, 0.0, 0.0], 'support': [2, 2, 1], 'roc_auc_ovr': [0.6666666666666667, 0.16666666666666669, 0.375], 'roc_auc_macro': 0.40277777777777785, 'ap_ovr': [0.5, 0.4, 0.2], 'mAP': 0.3666666666666667, 'pr_auc_ovr': [0.625, 0.2, 0.1], 'pr_auc_macro': 0.3083333333333333, 'confusion_matrix': [[1, 1, 0], [1, 0, 1], [0, 1, 0]]}"
43,knn,tuned,0,"{'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.37407407407407406,0.7619047619047619,0.744973544973545,0.21490730000004987,0.0015692000001763518,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.5, 'precision_macro': 0.5, 'recall_macro': 0.5, 'f1_macro': 0.4444444444444444, 'precision_weighted': 0.5, 'recall_weighted': 0.5, 'f1_weighted': 0.4444444444444444, 'per_class_precision': [0.5, 1.0, 0.0], 'per_class_recall': [1.0, 0.5, 0.0], 'per_class_f1': [0.6666666666666666, 0.6666666666666666, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.75, 0.75, 0.4375], 'roc_auc_macro': 0.6458333333333334, 'ap_ovr': [0.5, 0.6666666666666666, 0.3333333333333333], 'mAP': 0.49999999999999994, 'pr_auc_ovr': [0.625, 0.8333333333333333, 0.25], 'pr_auc_macro': 0.5694444444444444, 'confusion_matrix': [[2, 0, 0], [0, 1, 1], [2, 0, 0]]}"
43,knn,tuned,1,"{'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.588888888888889,1.0,1.0,0.23963139999978011,0.001304800000070827,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.3333333333333333, 'precision_macro': 0.4444444444444444, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.35555555555555557, 'precision_weighted': 0.4444444444444444, 'recall_weighted': 0.3333333333333333, 'f1_weighted': 0.35555555555555557, 'per_class_precision': [0.3333333333333333, 1.0, 0.0], 'per_class_recall': [0.5, 0.5, 0.0], 'per_class_f1': [0.4, 0.6666666666666666, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.75, 0.875, 0.125], 'roc_auc_macro': 0.5833333333333334, 'ap_ovr': [0.75, 0.8333333333333333, 0.3333333333333333], 'mAP': 0.6388888888888888, 'pr_auc_ovr': [0.7083333333333333, 0.7916666666666666, 0.16666666666666666], 'pr_auc_macro': 0.5555555555555556, 'confusion_matrix': [[1, 0, 1], [0, 1, 1], [2, 0, 0]]}"
43,knn,tuned,2,"{'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}",0.4407407407407407,1.0,1.0,0.23338890000013635,0.001829999999699794,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.4, 'precision_macro': 0.16666666666666666, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.2222222222222222, 'precision_weighted': 0.2, 'recall_weighted': 0.4, 'f1_weighted': 0.26666666666666666, 'per_class_precision': [0.0, 0.5, 0.0], 'per_class_recall': [0.0, 1.0, 0.0], 'per_class_f1': [0.0, 0.6666666666666666, 0.0], 'support': [1, 2, 2], 'roc_auc_ovr': [0.375, 0.6666666666666667, 0.5], 'roc_auc_macro': 0.513888888888889, 'ap_ovr': [0.2, 0.5, 0.4], 'mAP': 0.3666666666666667, 'pr_auc_ovr': [0.1, 0.75, 0.7], 'pr_auc_macro': 0.5166666666666666, 'confusion_matrix': [[0, 1, 0], [0, 2, 0], [1, 1, 0]]}"
43,knn,tuned,3,"{'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.4214285714285715,1.0,1.0,0.22620159999996758,0.0013406000002760265,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.6, 'precision_macro': 0.4444444444444444, 'recall_macro': 0.6666666666666666, 'f1_macro': 0.5, 'precision_weighted': 0.4666666666666667, 'recall_weighted': 0.6, 'f1_weighted': 0.5, 'per_class_precision': [1.0, 0.3333333333333333, 0.0], 'per_class_recall': [1.0, 1.0, 0.0], 'per_class_f1': [1.0, 0.5, 0.0], 'support': [2, 1, 2], 'roc_auc_ovr': [1.0, 0.5, 0.0], 'roc_auc_macro': 0.5, 'ap_ovr': [1.0, 0.3333333333333333, 0.325], 'mAP': 0.5527777777777777, 'pr_auc_ovr': [1.0, 0.16666666666666666, 0.225], 'pr_auc_macro': 0.46388888888888896, 'confusion_matrix': [[2, 0, 0], [0, 1, 0], [0, 2, 0]]}"
43,knn,tuned,4,"{'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",0.3825396825396825,0.6818181818181818,0.6425925925925925,0.2655730000001313,0.0019560999999157502,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.6, 'precision_macro': 0.5, 'recall_macro': 0.5, 'f1_macro': 0.4444444444444444, 'precision_weighted': 0.6, 'recall_weighted': 0.6, 'f1_weighted': 0.5333333333333333, 'per_class_precision': [1.0, 0.5, 0.0], 'per_class_recall': [0.5, 1.0, 0.0], 'per_class_f1': [0.6666666666666666, 0.6666666666666666, 0.0], 'support': [2, 2, 1], 'roc_auc_ovr': [0.75, 0.6666666666666667, 0.625], 'roc_auc_macro': 0.6805555555555557, 'ap_ovr': [0.75, 0.5, 0.3333333333333333], 'mAP': 0.5277777777777778, 'pr_auc_ovr': [0.75, 0.75, 0.16666666666666666], 'pr_auc_macro': 0.5555555555555556, 'confusion_matrix': [[1, 1, 0], [0, 2, 0], [0, 1, 0]]}"
43,random_forest,untuned,0,{},,1.0,1.0,0.07249559999991106,0.00674620000017967,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.5, 'precision_macro': 0.5, 'recall_macro': 0.5, 'f1_macro': 0.4444444444444444, 'precision_weighted': 0.5, 'recall_weighted': 0.5, 'f1_weighted': 0.4444444444444444, 'per_class_precision': [0.5, 1.0, 0.0], 'per_class_recall': [1.0, 0.5, 0.0], 'per_class_f1': [0.6666666666666666, 0.6666666666666666, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.75, 1.0, 0.375], 'roc_auc_macro': 0.7083333333333334, 'ap_ovr': [0.5833333333333333, 1.0, 0.3666666666666667], 'mAP': 0.65, 'pr_auc_ovr': [0.41666666666666663, 1.0, 0.24583333333333335], 'pr_auc_macro': 0.5541666666666666, 'confusion_matrix': [[2, 0, 0], [0, 1, 1], [2, 0, 0]]}"
